Week_Ending,Account_ID,Account_Type,Asset_Class,Industry_Sector,Ticker,Holding_Name,Market_Value,Weekly_Return_USD,Weekly_Return_Pct,Actual_Performance,Predicted_Performance,Predicted_Probability
2025-10-28,IRA-1995,Retirement,Fixed Income,N/A,OTGK,"Burke, Gray and Berry",11379.38,-20.97,-0.0018,0,0,0.3449
2025-10-28,CRY-6789,Crypto Wallet,Alternative,N/A,TBX,SortCoin,21035.94,-716.64,-0.0329,0,0,0.3543
2025-10-28,CRY-6789,Crypto Wallet,Alternative,N/A,DZI,BeautifulCoin,35800.28,3006.67,0.0917,1,1,0.8977
2025-10-28,BRK-5234,Taxable,Fixed Income,N/A,TTPY,Shaw Ltd,23910.28,208.56,0.0088,1,1,0.897
2025-10-28,IRA-1995,Retirement,Equity,Consumer Staples,VREI,"Rich, Schroeder and Horne",16691.22,266.42,0.0162,1,1,0.673
2025-10-28,BRK-5234,Taxable,Fixed Income,N/A,NODD,Miller and Sons,19709.37,31.52,0.0016,1,1,0.6072
2025-10-28,CRY-6789,Crypto Wallet,Alternative,N/A,CCF,ButCoin,21824.72,-470.17,-0.0211,0,0,0.2335
2025-10-28,BRK-5234,Taxable,Cash,N/A,ZRKB,"Bradshaw, Dalton and Jennings",6944.77,-0.98,-0.0001,0,1,0.6525
2025-10-28,BRK-5234,Taxable,Cash,N/A,LYMP,Ritter and Sons,16758.89,11.8,0.0007,1,1,0.9345
2025-10-28,IRA-1995,Retirement,Equity,Industrials,JAXI,Rodriguez-Jones,25792.65,726.26,0.029,1,1,1.0
2025-10-28,CRY-6789,Crypto Wallet,Alternative,Real Estate,SIL,SkinCoin,29906.25,-447.78,-0.0148,0,0,0.3586
2025-10-28,CRY-6789,Crypto Wallet,Alternative,Technology,JOU,DemocraticCoin,16812.02,-24.19,-0.0014,0,0,0.4836
2025-10-28,BRK-5234,Taxable,Cash,N/A,FWFN,Schultz LLC,18343.18,1.45,0.0001,1,1,0.6475
2025-10-28,BRK-5234,Taxable,Alternative,Real Estate,VULY,Jones LLC,34299.76,-301.64,-0.0087,0,0,0.2891
2025-10-28,BRK-5234,Taxable,Fixed Income,N/A,DITR,Moore-Rodriguez,13998.21,-11.74,-0.0008,0,0,0.1428
2025-10-28,IRA-1995,Retirement,Equity,Real Estate,TUQG,Johnson Ltd,22452.07,-43.78,-0.0019,0,0,0.3327
2025-10-28,BRK-5234,Taxable,Fixed Income,N/A,VFDN,Wilson Group,19960.01,107.54,0.0054,1,1,0.823
2025-10-28,IRA-1995,Retirement,Fixed Income,N/A,AIMG,Martinez-Khan,17459.39,-100.23,-0.0057,0,0,0.1444
